order_id,customer_id,order_total_usd,make,model,delivery_city,delivery_company,delivery_address
252,273,13686.49,Mitsubishi,L300,Leeds,Beahan LLC,5385 Beilfuss Center
253,254,87849.96,Buick,Park Avenue,London,"Legros, Hayes and Sporer",2 Rigney Drive
254,742,39504.63,Buick,Enclave,Sheffield,Lubowitz LLC,585 Dottie Hill
255,370,136492.17,Pontiac,Firebird Formula,Bath,Kovacek-Bartoletti,8 Saint Paul Pass
256,754,143435.35,Hyundai,Veracruz,Leeds,Thompson Group,9 Southridge Place
257,217,166826.92,GMC,3500 Club Coupe,York,Wunsch-Wintheiser,3492 Stuart Point
258,186,170921.21,Toyota,Celica,Leeds,"Hirthe, Beatty and Waelchi",3 Parkside Point
259,198,185075.61,Acura,RDX,York,"Okuneva, Kerluke and Schaden",63 Jay Center
260,625,143245.70,Maybach,Landaulet,London,"Leffler, Jaskolski and Dickens",20 Maple Wood Terrace
261,420,145506.42,Mercedes-Benz,CLK-Class,York,Fadel-McKenzie,71154 Scott Avenue
262,295,17757.93,Cadillac,DeVille,Leeds,"Stark, Eichmann and Stracke",52738 Corben Circle
263,537,83597.02,Honda,Prelude,York,Von Inc,9 Arapahoe Place
264,450,142549.68,Bentley,Continental GT,Sheffield,Crooks-Gerhold,1 Schlimgen Drive
265,862,55480.87,Maserati,Quattroporte,Leeds,"Schroeder, Anderson and Quitzon",550 Loomis Circle
266,686,92432.15,Land Rover,LR2,Sheffield,"Bartoletti, Goodwin and Kling",22 Westend Parkway
267,706,39138.12,Acura,MDX,London,Turcotte-Gleichner,044 Mockingbird Court
268,315,53465.08,Ford,Mustang,York,"Weimann, Johnston and Lemke",71543 Manitowish Pass
269,390,108376.54,Dodge,Viper,Bristol,Osinski Group,34814 Rowland Road
270,739,77357.19,Jeep,Grand Cherokee,Sheffield,"McKenzie, Schoen and Windler",82676 Mayer Street
271,920,31565.98,GMC,Savana 2500,London,Herzog and Sons,93 Crowley Avenue
272,951,57888.99,Cadillac,CTS-V,York,Medhurst Group,5 Towne Avenue
273,926,159795.72,GMC,Sierra,London,"Predovic, Stroman and Ryan",50602 Barby Circle
274,262,142565.36,Mercedes-Benz,Sprinter 2500,London,Vandervort-Koss,9 Artisan Circle
275,240,129006.61,Mitsubishi,Challenger,Leeds,Balistreri and Sons,4142 Maywood Trail
276,576,112577.04,Dodge,Durango,Bradford,"Lind, Gerlach and Macejkovic",87 Haas Way
277,186,136794.58,Mazda,Mazda3,London,Greenholt and Sons,881 Mifflin Alley
278,1,187234.11,Chevrolet,S10,Sheffield,"Herman, Bradtke and Shanahan",643 Lake View Hill
279,62,76930.91,Acura,NSX,Exeter,Flatley Group,987 Linden Alley
280,699,152724.75,Isuzu,Ascender,London,Schowalter and Sons,3 Tomscot Court
281,365,160751.55,Chevrolet,Malibu,Brighton,Kemmer and Sons,97 Elmside Road
282,491,35762.07,GMC,Sierra 1500,Sheffield,Raynor-Labadie,830 Bellgrove Hill
283,282,195055.05,Dodge,Ram Van B250,Sheffield,Kling Inc,8713 Pleasure Park
284,300,36778.79,GMC,Safari,Bradford,"Langworth, Wintheiser and Wintheiser",40 Lotheville Pass
285,695,193213.51,Ford,F450,Brighton,McDermott-McLaughlin,1887 Almo Parkway
286,353,75926.55,Mercedes-Benz,CLK-Class,London,Block Group,728 Twin Pines Crossing
287,633,175633.57,Subaru,Legacy,Leeds,"Herman, Conroy and Champlin",74625 7th Avenue
288,879,158285.95,Buick,Regal,Sheffield,Lynch Group,76 Dennis Point
289,795,190568.30,Mitsubishi,Montero,London,Rath and Sons,962 Oneill Drive
290,38,120548.13,Isuzu,Hombre,Sheffield,"Kris, Welch and Gorczany",33788 Vermont Plaza
291,992,30417.74,Chevrolet,3500,Leeds,"Kautzer, O'Connell and Dare",3452 Anniversary Drive
292,894,131816.40,Ford,Mustang,York,Jerde-Blick,24109 Caliangt Crossing
293,985,88792.27,BMW,5 Series,Sheffield,Goldner-Hamill,25 Meadow Valley Lane
294,510,183172.04,Infiniti,G,London,Lindgren-Emmerich,1 Melody Hill
295,378,22689.44,Volkswagen,New Beetle,London,"Boehm, Rath and Weimann",27 Leroy Parkway
296,46,49767.28,Audi,A3,London,Goyette and Sons,69924 Packers Way
297,688,55529.91,Kia,Carens,Sheffield,"Braun, Waters and Carter",2 Harper Drive
298,847,136742.92,Dodge,Stratus,Edinburgh,"Kohler, Mante and Nitzsche",90013 Sachtjen Hill
299,539,199670.88,GMC,3500,York,"Medhurst, Collins and Kunde",3144 Red Cloud Point
300,7,188091.63,BMW,M6,London,"Hudson, Runolfsdottir and Hilll",16 Bay Court
301,561,105700.56,Volvo,740,Leeds,Conroy LLC,32 Farmco Terrace
302,79,69922.82,Infiniti,FX,Leeds,Okuneva-Blanda,840 Kinsman Street
303,857,197751.91,Mitsubishi,Pajero,Leeds,"Zulauf, Barrows and Kovacek",689 Kensington Park
304,624,15682.93,Audi,Q5,Bath,Dooley-Keeling,83014 Blaine Lane
305,832,41189.50,Dodge,Caliber,Swindon,Abshire-Kuhn,731 Dexter Street
306,225,218804.31,BMW,X3,York,Price Group,8 Division Pass
307,963,84731.53,GMC,Yukon,London,Welch-Stroman,7 Burrows Park
308,648,86582.59,Pontiac,Bonneville,Leeds,Botsford and Sons,691 Annamark Street
309,619,109848.46,Honda,Odyssey,York,"Effertz, Walsh and Satterfield",2159 Lunder Avenue
310,472,197227.81,Ford,Crown Victoria,York,West-Daniel,96862 Corben Way
311,150,51033.82,Audi,A7,London,Gislason Inc,672 Clemons Terrace
312,999,163384.05,Hyundai,Santa Fe,York,Dare-Mills,5579 Fisk Lane
313,666,24330.71,Jeep,Wrangler,Leeds,"Lowe, Durgan and Jakubowski",17093 Trailsway Hill
314,29,187790.40,Nissan,240SX,London,Predovic and Sons,35 Westend Parkway
315,756,97668.77,Ford,Mustang,Bradford,Yundt-Kshlerin,815 Randy Road
316,572,78468.88,Lincoln,Continental,London,Mueller-Huels,54 Sutteridge Terrace
317,230,30067.09,Ford,Taurus,London,Jacobi Inc,66422 Butterfield Lane
318,61,94491.23,Pontiac,Bonneville,Swindon,"Kling, Cormier and Eichmann",76 Autumn Leaf Crossing
319,127,189924.47,Toyota,Solara,Bradford,Mayert Inc,4337 Summer Ridge Terrace
320,201,125772.97,Ford,Falcon,London,"Feest, McKenzie and Hilll",39199 Claremont Alley
321,181,209029.63,Ferrari,430 Scuderia,Sheffield,"Windler, Bailey and O'Keefe",61 Sutherland Circle
322,761,208212.60,Isuzu,i-370,Sheffield,"Gleason, Wisoky and Langworth",5326 Fair Oaks Lane
323,354,44788.64,Mitsubishi,Galant,Leeds,Bogan-O'Kon,946 Farmco Park
324,713,11429.05,Chevrolet,Blazer,Leeds,"Veum, DuBuque and Fisher",80942 Emmet Lane
325,735,90750.48,Acura,Legend,Exeter,"Langworth, Erdman and Treutel",1430 Blaine Crossing
326,615,157637.53,Porsche,911,York,"Klocko, Jacobs and Smith",0 Coolidge Alley
327,163,94577.61,BMW,X5,Exeter,"Hegmann, Auer and Haley",282 Farwell Circle
328,960,25009.93,GMC,Savana Cargo Van,London,"Kulas, Walsh and Welch",50 Lakewood Gardens Drive
329,960,214487.17,Chevrolet,Impala,London,"Schumm, Weissnat and Mertz",60107 Golf View Pass
330,29,99527.97,Ford,Windstar,London,Zulauf-Bauch,447 Superior Terrace
331,168,174069.72,Chevrolet,Impala,Swindon,McGlynn-Okuneva,22 Loeprich Point
332,936,103616.17,Chevrolet,Cobalt SS,Leeds,"Abernathy, Yundt and Collins",4 Dayton Court
333,454,32418.76,Mitsubishi,Endeavor,London,"Bosco, Gottlieb and Ledner",45 East Street
334,286,86175.54,GMC,Acadia,London,"Cormier, Kling and Bauch",199 Lighthouse Bay Alley
335,561,58259.94,Chrysler,Town & Country,Leeds,Barrows-Farrell,6053 Oak Valley Parkway
336,465,83554.91,Lexus,ES,Sheffield,Murphy Inc,53910 Graedel Avenue
337,570,93461.02,Volvo,S60,Sheffield,"Lubowitz, Swift and Waters",83 Pierstorff Parkway
338,784,90867.83,Ford,Expedition EL,London,"Connelly, Shields and Batz",6 Johnson Way
339,152,133592.23,Chevrolet,Monte Carlo,Bristol,Morar Group,4535 Hanover Place
340,232,95558.28,Daewoo,Nubira,Bradford,Johns-Yost,75866 Lake View Point
341,130,85742.64,Hyundai,Veracruz,Swindon,Weissnat-King,2278 Village Green Place
342,708,199037.56,Cadillac,DeVille,York,Roberts Group,68 Acker Terrace
343,2,60944.95,Dodge,Viper,Exeter,"Erdman, Hegmann and Farrell",229 Ruskin Parkway
344,600,161788.42,Kia,Borrego,London,"Nolan, Swift and Stamm",2215 Park Meadow Place
345,693,207365.41,Honda,Odyssey,Leeds,McDermott-Pollich,22 John Wall Place
346,155,188916.60,Mazda,B-Series,York,Kuhlman-Huels,6 Brentwood Point
347,152,198581.03,Cadillac,STS,Sheffield,"Nolan, Kuhlman and Halvorson",1 Debs Court
348,805,178908.91,Saab,9-5,London,"Renner, Raynor and Wiza",57402 Sunfield Crossing
349,360,41262.27,Volkswagen,Corrado,Bath,Wolf-Rice,86298 Randy Drive
350,487,140123.38,Plymouth,Breeze,Bath,Johnston-Hane,050 Dawn Way
351,842,40090.51,Mitsubishi,Endeavor,Bristol,Heaney-Greenfelder,7 Towne Center
352,820,150798.17,GMC,2500,London,Beer-Watsica,11 Melody Court
353,45,54797.85,Ford,E250,Leeds,Borer and Sons,9 Buell Street
354,346,139182.11,Aston Martin,Vantage,London,"Berge, Gleason and Weissnat",2404 Susan Drive
355,961,48775.67,Ford,Focus,Sheffield,"Hansen, Stiedemann and Nolan",97252 Marquette Pass
356,72,103666.97,BMW,7 Series,London,"Ziemann, Haag and Moore",134 Lerdahl Pass
357,435,140029.56,Lincoln,Town Car,London,Wiegand Group,0398 Algoma Place
358,349,31170.51,Chrysler,Sebring,York,"Abshire, Turner and Shields",5854 Basil Trail
359,862,166041.26,BMW,3 Series,Sheffield,"Carter, Cormier and Nitzsche",39 Kennedy Plaza
360,273,47265.96,Subaru,Justy,London,"Wunsch, Reinger and Hintz",094 Petterle Alley
361,650,67745.50,Lincoln,Continental,Brighton,"Lockman, McDermott and Thompson",4 Anhalt Lane
362,666,177308.07,Mitsubishi,3000GT,London,"Weimann, Tromp and Klocko",4 Sunbrook Drive
363,958,201206.83,Suzuki,Samurai,York,Ortiz Inc,551 Cherokee Center
364,607,62188.40,Plymouth,Grand Voyager,London,"Runolfsdottir, Schamberger and Schuster",3223 Stang Center
365,443,163865.36,Ford,E150,Bath,"Jones, Lindgren and Schmidt",74 Bartillon Terrace
366,729,149643.62,Jeep,Grand Cherokee,London,"Muller, Smitham and Hintz",236 Namekagon Way
367,267,74918.05,MINI,Cooper Clubman,Bath,Mosciski-Hand,9 Grover Street
368,620,192039.83,Toyota,4Runner,London,"Casper, Graham and Gerhold",85042 Eastwood Drive
369,755,72257.61,Volvo,V40,London,"Labadie, Davis and O'Hara",77 Packers Circle
370,797,187186.54,Infiniti,I,Sheffield,Reynolds and Sons,55 Manufacturers Trail
371,369,174810.76,Mercury,Mariner,York,"Gaylord, Hahn and Hilpert",3900 Eggendart Terrace
372,436,87217.50,Mercury,Capri,London,"Heathcote, Schinner and Hickle",41 Buhler Park
373,531,116708.64,Lexus,RX,London,"Murphy, Leannon and Hoeger",0 Blaine Center
374,407,108256.12,Ford,Taurus,London,"Morissette, Okuneva and Waters",98 Twin Pines Place
375,236,150245.04,Honda,Civic,London,Mann and Sons,24 Emmet Way
376,758,59461.51,Ford,E-Series,Bristol,Pollich-Daniel,5 Linden Way
377,207,83545.58,Volkswagen,New Beetle,Leeds,"Pollich, Anderson and Kohler",4504 Dorton Street
378,722,215157.76,Ford,F250,Brighton,Friesen LLC,3 Jenna Road
379,854,87694.92,Ford,Falcon,Leeds,Hintz and Sons,24747 Eagle Crest Terrace
380,543,189862.39,Nissan,Maxima,Bath,Brakus Inc,312 Brown Plaza
381,892,172891.70,Chevrolet,Avalanche,Edinburgh,Kulas and Sons,87 Barby Court
382,920,167441.28,Scion,xA,Sheffield,Hand-O'Kon,79 Meadow Vale Parkway
383,114,82285.93,Pontiac,Firefly,London,Kunze Inc,9 Texas Center
384,546,157613.74,Volkswagen,Eos,Leeds,Rodriguez Group,488 Sherman Circle
385,779,47575.65,Chevrolet,Blazer,Swindon,VonRueden-Cronin,9 Havey Crossing
386,221,182249.85,Ford,Falcon,Leeds,"Halvorson, Bauch and Homenick",3 Manufacturers Center
387,858,114319.57,Chevrolet,Tahoe,London,"Rippin, Schmitt and Crooks",80 Riverside Center
388,133,122789.10,Ford,Fusion,Exeter,"Goodwin, Zieme and Hoppe",81 Texas Terrace
389,997,50162.48,Dodge,Durango,York,"Heller, DuBuque and Rempel",326 Pankratz Drive
390,412,52302.81,Mercedes-Benz,E-Class,London,Herman-Ritchie,69 Dryden Junction
391,457,34009.31,Chevrolet,Astro,London,Bernier-Hirthe,7 Mayer Way
392,780,154328.57,Infiniti,G,York,Nikolaus-Blick,88653 Bobwhite Parkway
393,730,175435.46,Ford,Falcon,Sheffield,Feil and Sons,38962 Badeau Trail
394,891,172785.90,Mitsubishi,Montero,Sheffield,Hammes-Rutherford,110 Upham Pass
395,422,146981.83,Maserati,228,Sheffield,Ward-Hauck,64 Old Shore Lane
396,835,101486.94,Aston Martin,Virage,Brighton,Howell-Hauck,71 Melvin Drive
397,703,87534.14,Mitsubishi,Lancer Evolution,London,"Moore, Towne and Heller",4237 Riverside Road
398,542,172584.85,Volvo,C30,London,"Homenick, Harber and Schuster",94 Pepper Wood Plaza
399,66,134106.45,Lamborghini,Murciélago,York,Zboncak Group,4 Becker Circle
400,763,14806.57,Volkswagen,GTI,London,Botsford-Cassin,7 Jay Place
401,978,154388.42,Mercedes-Benz,300E,Sheffield,Wilkinson-Dooley,36383 Eastlawn Hill
402,393,199294.63,Chevrolet,Express 1500,Brighton,Runolfsson Group,2313 Longview Pass
403,504,153490.71,Bentley,Arnage,Sheffield,Walsh-Gottlieb,01885 Dennis Parkway
404,865,125896.47,Toyota,TundraMax,Leeds,Blanda-Macejkovic,55 Fair Oaks Park
405,83,131754.15,Ford,Tempo,Sheffield,Adams Group,5037 Hoffman Terrace
406,61,30480.04,Volvo,S40,Brighton,"Muller, Gorczany and Daugherty",62 Eagan Street
407,733,199502.65,Chrysler,Concorde,Edinburgh,Dicki-Goyette,3 Kings Street
408,112,181604.33,Acura,TL,Sheffield,Breitenberg-Kuhn,058 Marcy Crossing
409,233,166321.51,Dodge,Ram 1500,York,Kohler Inc,76 Fairview Trail
410,937,101090.64,Chevrolet,Suburban 1500,Leeds,"Gleason, Ruecker and Ziemann",223 Ramsey Pass
411,231,95691.59,Mazda,Protege,London,Casper-Stehr,21945 Portage Hill
412,350,66033.30,Toyota,Corolla,London,Aufderhar-Conroy,71 American Way
413,879,181565.80,Mazda,B-Series Plus,Exeter,Harvey-Beier,52387 Badeau Court
414,155,219736.07,Toyota,Tercel,London,Howe-Goldner,9896 Glacier Hill Pass
415,488,177818.07,Audi,S4,London,Cronin Inc,962 Elka Trail
416,89,88126.74,Chevrolet,Suburban 2500,Sheffield,Orn Inc,207 Montana Alley
417,56,49543.29,Dodge,Durango,London,Walker Group,7488 Michigan Junction
418,494,44150.77,GMC,Savana 1500,London,"Bergstrom, Herman and Metz",08 Grasskamp Drive
419,699,79668.23,Subaru,Alcyone SVX,London,Pouros Inc,050 Butterfield Crossing
420,587,140606.87,Buick,Verano,London,"Weimann, Wuckert and Krajcik",3822 Lyons Alley
421,197,16938.63,Chevrolet,Express 2500,Swindon,"Schowalter, Mann and Gulgowski",83 Forster Road
422,801,198313.36,Honda,CR-V,Bath,Tromp Group,54 Maywood Crossing
423,714,105574.93,Chevrolet,Avalanche,Exeter,Bradtke Inc,469 Nancy Point
424,911,94710.75,Ford,Mustang,Sheffield,"Littel, Tremblay and Hodkiewicz",9 Bluestem Plaza
425,281,213480.80,Jeep,Patriot,York,Mohr-Blanda,283 Milwaukee Center
426,626,65809.55,Isuzu,Space,Leeds,Stanton-Rippin,41 Independence Circle
427,895,181361.35,Pontiac,6000,London,Carroll and Sons,6258 Evergreen Crossing
428,986,45652.01,Nissan,Altima,York,Feest-Crooks,05 Porter Crossing
429,340,168487.29,Cadillac,Eldorado,Brighton,Ratke-Kuhn,12455 Bashford Center
430,874,13509.24,Morgan,Aero 8,Leeds,Dietrich LLC,62433 Hansons Junction
431,848,197261.17,Honda,S2000,London,Becker-Erdman,73922 Ohio Point
432,626,12721.95,Toyota,Tacoma,Brighton,Anderson and Sons,4 Mayfield Circle
433,891,75548.32,Toyota,Yaris,Sheffield,"Kreiger, Boehm and Hudson",694 Bowman Drive
434,154,213783.52,Mercedes-Benz,G-Class,London,McCullough and Sons,393 Doe Crossing Park
435,14,192459.95,Nissan,Pathfinder,Brighton,Macejkovic-Bashirian,02230 Roth Street
436,639,177094.99,Dodge,Grand Caravan,Exeter,Crooks-Bernhard,67008 Dakota Junction
437,988,114314.88,Pontiac,Bonneville,London,Schuppe-Wilderman,18 Schlimgen Place
438,353,88148.96,Chevrolet,Suburban 2500,York,Corwin Group,37 Dahle Parkway
439,598,53921.95,Ford,Taurus,Exeter,Klocko Group,4 Chinook Terrace
440,60,116060.78,Nissan,Xterra,Leeds,West LLC,45882 David Court
441,100,211296.72,Infiniti,Q,York,"Walker, Schmitt and Bartell",88 Northridge Trail
442,974,50937.21,Ford,Econoline E350,Sheffield,Medhurst-Hoeger,3945 Service Avenue
443,276,125017.86,Isuzu,Trooper,Sheffield,Heathcote and Sons,3 Hanover Lane
444,486,122603.33,Audi,5000S,London,"Kuphal, Bernier and Sanford",275 Old Gate Avenue
445,210,51956.39,Volkswagen,Cabriolet,Sheffield,Fisher-Boyer,05 Hansons Alley
446,726,47885.86,GMC,Vandura 1500,Leeds,Gibson LLC,1 Cherokee Road
447,433,56821.94,Pontiac,Sunbird,York,Johns Inc,980 Mayfield Way
448,988,199036.88,Bentley,Continental GT,York,Pacocha Group,487 Oriole Avenue
449,56,81212.19,Toyota,T100,Sheffield,"Schneider, Kling and Bahringer",98620 Vera Center
450,125,149397.83,Ford,Mustang,Bradford,"Kutch, Murphy and Koss",505 Knutson Junction
451,600,195654.37,BMW,6 Series,Exeter,"Lind, Cummerata and Stokes",4 Dixon Terrace
452,150,97840.78,GMC,Sierra 1500,London,Ortiz Inc,96045 Porter Junction
453,394,121031.57,Pontiac,G6,London,Marvin LLC,456 Hagan Trail
454,533,45587.38,Audi,riolet,London,Schamberger Group,273 Crescent Oaks Point
455,107,16541.54,Dodge,Ram 1500 Club,Bradford,Schamberger-Maggio,9 North Avenue
456,770,113815.52,Infiniti,Q,Leeds,"Parker, Kling and Bins",4120 Merchant Place
457,226,101513.91,Mercedes-Benz,SLS AMG,London,"Connelly, Blanda and Schamberger",8925 Quincy Circle
458,345,213830.34,Volkswagen,New Beetle,Bristol,Ratke-O'Hara,81 Division Hill
459,286,207578.03,BMW,Z4,London,Lehner-Reynolds,3 Northport Drive
460,678,171773.99,Rolls-Royce,Ghost,London,Pagac LLC,2 Warner Road
461,822,12748.04,BMW,X5,York,"Farrell, Langosh and Spencer",0 Veith Alley
462,382,35656.49,Saab,9-5,London,"Pollich, Klein and Leannon",292 Sloan Lane
463,308,141715.10,Buick,Regal,London,Jacobi-Gleason,0 Esch Circle
464,521,91085.75,Buick,LeSabre,Exeter,"Weissnat, Beier and Murray",1652 Buena Vista Alley
465,918,79501.42,Mercedes-Benz,S-Class,Brighton,Reichel-Murray,71 Stang Way
466,785,135965.31,Pontiac,GTO,Leeds,Lynch Inc,1938 Stoughton Center
467,509,84485.58,Cadillac,Escalade EXT,Sheffield,Gislason-Fisher,3338 Chive Street
468,804,207158.93,Eagle,Summit,London,Eichmann-Feeney,803 Cambridge Park
469,202,71117.70,Toyota,Celica,Bath,Streich LLC,10 Del Sol Place
470,88,192945.58,GMC,Sierra 1500,Sheffield,Hermiston-Kuhlman,47 Lillian Hill
471,525,11592.36,Nissan,240SX,York,Kirlin-Strosin,21 Schurz Junction
472,84,99365.50,Mercedes-Benz,G-Class,Edinburgh,Sporer-Hagenes,0304 Garrison Street
473,566,124860.28,Suzuki,Daewoo Magnus,York,Murray-Borer,63309 Comanche Alley
474,697,58180.29,Acura,Legend,York,Okuneva-Schuster,36554 Little Fleur Place
475,837,191523.36,Volkswagen,Jetta,Sheffield,Ward Group,596 Bluestem Crossing
476,176,195257.49,Toyota,Sequoia,Sheffield,Weimann LLC,4961 Mitchell Court
477,535,90663.56,Ford,Ranger,York,VonRueden Inc,16 Red Cloud Way
478,455,13210.73,Pontiac,Firefly,London,Durgan-Schmitt,9034 Golf Terrace
479,943,210218.13,Mitsubishi,Tredia,Leeds,Feeney Inc,31 Clove Point
480,371,136671.01,Buick,Riviera,Swindon,Bayer Inc,94503 Nevada Point
481,567,64813.69,Volvo,C30,York,"DuBuque, Daniel and Brown",0 Alpine Crossing
482,99,40831.90,Mitsubishi,Mighty Max,Brighton,"Hermann, Crona and Blick",50145 Oriole Junction
483,202,28954.41,Mitsubishi,Galant,Sheffield,Ledner LLC,89 Morrow Terrace
484,145,20176.49,Ford,Econoline E350,York,"Haley, Hauck and Bruen",01 Surrey Lane
485,482,115917.95,Mercedes-Benz,C-Class,Bristol,"Jacobs, Goyette and Sporer",08 Montana Circle
486,492,89840.59,Plymouth,Neon,York,"Moen, Brown and Cronin",6 Canary Terrace
487,638,94778.59,Lexus,LS,Leeds,Kihn-Huel,421 Green Ridge Way
488,32,139346.59,Oldsmobile,Aurora,Leeds,"Fritsch, Grimes and Mohr",8 7th Crossing
489,296,87994.00,Hyundai,Tiburon,Bristol,Hilll-Sauer,47 Bluejay Trail
490,264,193755.28,Ford,Thunderbird,Brighton,Tremblay Inc,87 Atwood Point
491,787,181213.04,Chevrolet,S10,Sheffield,"Yundt, Johnston and Abbott",33193 Jenifer Point
492,918,112200.59,Audi,S8,Swindon,"Hamill, Goldner and Lueilwitz",4694 Northridge Hill
493,678,185380.12,Mercedes-Benz,G-Class,London,"Johns, Huel and Wyman",00641 Hauk Plaza
494,181,173102.93,Chevrolet,Silverado 2500,London,Crona-Daugherty,14204 Village Green Hill
495,28,17097.70,Cadillac,Escalade,London,Corwin-Howe,02896 Fairview Crossing
496,456,80466.80,Volkswagen,Touareg,Leeds,Hilpert-Williamson,96 Stang Junction
497,210,57743.67,Dodge,Neon,London,Christiansen Group,7442 Algoma Hill
498,88,211171.02,Nissan,370Z,York,"King, Yundt and Skiles",3 1st Plaza
499,343,126072.73,Chevrolet,Camaro,Sheffield,"Schiller, Ankunding and Schumm",8920 Hoffman Place
500,424,160312.42,Chevrolet,Suburban 1500,London,Predovic LLC,2 Sundown Drive
