mmsi,shipname,callsign,flag,imo,first_timestamp,last_timestamp
548335100,DOLLY 798,4DEE3,PHL,7916791,2016-01-21T00:22:20Z,2018-06-16T13:05:04Z
548474200,DOLLY 767,DUL6372,PHL,7824936,2016-10-25T03:33:36Z,2018-06-24T22:23:08Z
548906000,DOLLY 898,DUGQ,PHL,9076246,2015-03-06T16:04:23Z,2018-04-28T07:30:06Z
548003500,BERNADETTE MARIE,4DET2,PHL,8500446,2015-12-22T02:30:35Z,2018-04-10T20:51:18Z
548541000,SEASONTRADER,DYDC,PHL,9179402,2012-01-03T23:06:15Z,2012-09-17T08:53:33Z
548483000,HUMBOLDTREX,DYAQ,PHL,9179397,2012-01-04T03:49:18Z,2012-09-17T00:02:43Z
548050500,ANIKA MICHELLE,DUG9197,PHL,8920024,2014-01-12T01:46:40Z,2016-08-22T05:53:04Z
548308200,PRIMROSE 888,DUOZ2,PHL,7046845,2017-02-06T14:26:21Z,2018-06-01T00:12:56Z
548352100,DANIELLA-T,4DEG6,PHL,8217142,2014-05-12T01:42:43Z,2018-06-28T07:45:04Z
511388000,AQUAMARINE,T8A2463,PLW,7719595,2016-09-02T12:16:27Z,2016-09-12T07:04:12Z
273299100,ANGRAPA,UARV,RUS,8721832,2012-06-13T07:24:50Z,2018-05-14T23:55:58Z
273354560,NAGORSK,UBLI8,RUS,8708000,2012-09-10T12:10:37Z,2018-05-14T22:38:56Z
273813900,LUCHEZARNYY,UHGT,RUS,7941813,2012-01-20T02:32:30Z,2015-02-03T04:30:06Z
273829220,TAIROVO,UFPR,RUS,8228490,2012-10-23T06:26:02Z,2015-02-07T19:39:11Z
273358500,LIINAHAMARI,UBJG4,RUS,9123207,2012-05-16T16:14:43Z,2017-08-18T02:16:08Z
227000000,POMOR,UBWO2,RUS,8860468,2016-09-12T07:23:22Z,2016-10-10T07:59:41Z
273398570,POMOR,UBWO2,RUS,8860468,2016-07-18T07:48:07Z,2018-06-30T20:59:42Z
273382220,BLUETRANS,UBAO2,RUS,9220835,2015-08-21T15:06:34Z,2018-06-30T15:50:21Z
273382236,BLUETRANS,UBAO2,RUS,9220835,2016-07-04T09:33:02Z,2016-09-14T05:26:23Z
273382239,BLUETRANS,UBAO2,RUS,9220835,2016-07-31T18:28:55Z,2016-09-13T12:04:13Z
273382270,BLUETRANS,UBAO2,RUS,9220835,2016-08-14T05:52:26Z,2016-08-18T06:38:22Z
273382271,BLUETRANS,UBAO2,RUS,9220835,2016-07-12T08:57:37Z,2016-09-17T07:43:19Z
273433460,BUZANSKIY,UDWZ,RUS,8723309,2012-01-05T00:10:09Z,2018-06-30T22:40:34Z
273814810,SELENITOVY,UFGP,RUS,7828712,2012-01-22T10:59:10Z,2013-04-20T04:54:36Z
273846410,TESEY,UDBO,RUS,9081526,2012-01-02T04:35:50Z,2012-09-13T01:06:05Z
273847300,VALENTIN,UIEX,RUS,8724418,2014-09-20T13:17:41Z,2018-06-23T06:43:19Z
273850200,SVETLOVODNYY,UBMG,RUS,7945572,2012-01-13T23:59:03Z,2013-05-29T22:30:12Z
273891210,PROLIV YEKATERINY,UGMG,RUS,8724444,2012-02-04T11:05:52Z,2012-08-05T19:10:17Z
273898210,ABINSK,UGML,RUS,7832701,2012-02-24T10:12:20Z,2016-02-09T23:40:42Z
27331395,SIRIUS,UHVP,RUS,7700099,2013-12-05T22:32:54Z,2013-12-17T01:49:12Z
273313950,SIRIUS,UHVP,RUS,7700099,2012-01-03T21:42:23Z,2018-06-30T23:40:56Z
27331810,AFINA,UBIF5,RUS,8403363,2016-07-21T14:10:17Z,2016-07-27T00:16:18Z
273331810,AFINA,UBIF5,RUS,8403363,2012-01-17T11:15:17Z,2018-05-08T22:56:00Z
273379740,FRIO FORWIN,UCRZ,RUS,9076260,2015-02-27T10:59:43Z,2018-03-21T07:13:09Z
273374170,FRIO VLADIVOSTOK,UBJN2,RUS,9175274,2015-04-16T07:02:43Z,2018-06-30T22:42:35Z
273332290,BUKHTA RUSSKAYA,UFLQ,RUS,9076272,2013-11-28T11:23:24Z,2018-05-29T11:00:03Z
273332291,BUKHTA RUSSKAYA,UFLQ,RUS,9076272,2015-01-04T11:39:21Z,2015-01-11T05:45:21Z
273332299,BUKHTA RUSSKAYA,UFLQ,RUS,9076272,2014-12-18T04:19:02Z,2014-12-25T06:49:05Z
273332302,BUKHTA RUSSKAYA,UFLQ,RUS,9076272,2014-09-30T17:15:58Z,2016-12-17T23:44:00Z
273332306,BUKHTA RUSSKAYA,UFLQ,RUS,9076272,2016-02-08T18:32:52Z,2017-05-10T06:32:54Z
273332339,BUKHTA RUSSKAYA,UFLQ,RUS,9076272,2016-04-14T14:06:40Z,2017-05-09T04:04:45Z
273332343,BUKHTA RUSSKAYA,UFLQ,RUS,9076272,2016-04-24T01:05:04Z,2016-04-24T08:40:29Z
273332351,BUKHTA RUSSKAYA,UFLQ,RUS,9076272,2016-04-15T01:34:06Z,2017-05-21T13:16:04Z
273378130,ANDROMEDA,UBQM4,RUS,9000364,2015-01-16T01:49:39Z,2018-06-30T23:48:50Z
273148810,BELOMORYE,UIVG,RUS,7808334,2012-01-19T10:38:13Z,2018-06-30T22:50:03Z
273151000,NADEZHDA,UBMZ,RUS,7809106,2012-06-20T12:30:20Z,2018-06-05T09:36:35Z
273353310,NADEZHDA,UBMZ,RUS,7809106,2012-02-16T01:52:53Z,2017-11-20T02:39:27Z
273191300,OBAYATELNYY,UDQY,RUS,8724377,2012-05-04T03:37:54Z,2018-06-30T23:45:39Z
427320957,OBAYATELNYY,UDQY,RUS,8724377,2014-10-11T23:42:57Z,2016-06-01T18:43:18Z
273195200,KRYMSKIY,UDRA,RUS,8423583,2012-01-25T11:31:23Z,2018-05-27T23:09:31Z
273210110,PAMYAT KIROVA,UFXA,RUS,8701040,2012-01-01T00:07:27Z,2018-06-30T23:58:12Z
273210111,PAMYAT KIROVA,UFXA,RUS,8701040,2017-04-23T12:49:46Z,2018-06-29T10:41:07Z
273211110,PAMYAT ILICHA,UFYW,RUS,8811675,2012-02-26T11:01:54Z,2018-06-30T23:52:01Z
273211111,PAMYAT ILICHA,UFYW,RUS,8811675,2017-05-05T00:08:15Z,2017-05-06T05:00:14Z
273211135,PAMYAT ILICHA,UFYW,RUS,8811675,2017-04-13T08:09:32Z,2018-06-30T16:45:58Z
273219900,ARCTIC PRINCESS,UHTA,RUS,7604403,2012-01-13T23:44:09Z,2018-06-30T23:18:01Z
273251100,PETROGRADSKIY,UFXL,RUS,8723347,2012-01-17T09:47:55Z,2018-06-30T19:39:21Z
273252100,VYBORGSKIY,UFVQ,RUS,8723270,2012-01-17T06:38:57Z,2018-06-30T19:23:22Z
273257000,SMOLNINSKIY,UBVW,RUS,8847131,2012-01-11T04:01:24Z,2018-06-30T22:47:12Z
273310240,APOLLO FLYER,UIWS,RUS,8303927,2012-01-03T17:09:09Z,2018-06-30T23:56:07Z
273310720,GENNADIY VODOLAZSKIY,UHOU,RUS,9082180,2012-01-10T23:19:34Z,2018-06-30T23:31:01Z
273310759,GENNADIY VODOLAZSKIY,UHOU,RUS,9082180,2015-10-11T03:08:47Z,2015-10-21T09:26:47Z
273311330,KOMBRIG MALCHENKO,UELF,RUS,9101857,2012-02-03T00:48:22Z,2018-06-30T03:17:38Z
273311610,FROST OLYMPOS,UBYV,RUS,7812024,2012-01-12T03:12:45Z,2018-06-30T22:40:57Z
273311860,PROGRESS,UFWZ,RUS,8516615,2012-01-03T17:04:07Z,2018-06-29T03:35:52Z
273312180,DIREKTOR,UBLE5,RUS,8306606,2012-01-29T13:14:52Z,2012-06-16T09:52:50Z
273312280,KOMETA,UFRO,RUS,8422711,2012-01-03T02:03:03Z,2014-12-10T08:10:35Z
273312860,GARMONIYA,UERQ,RUS,8516639,2012-01-03T03:43:00Z,2018-06-30T22:24:00Z
273312950,ORION,UBYQ,RUS,7920546,2012-01-05T23:14:05Z,2018-06-30T23:56:05Z
666000001,ORION,UBYQ,RUS,7920546,2015-09-14T07:52:47Z,2015-09-22T04:01:01Z
273313270,SIMFONIYA,UFEF,RUS,8516627,2012-01-14T01:16:04Z,2018-06-30T23:47:43Z
273313470,ANATOLIY LARIN,UBHE3,RUS,8516641,2012-01-20T10:08:46Z,2018-06-30T21:16:50Z
273313471,ANATOLIY LARIN,UBHE3,RUS,8516641,2016-04-13T13:58:37Z,2017-12-18T08:39:12Z
273313840,AKASHIYA,UHOJ,RUS,7908562,2012-01-27T10:43:41Z,2018-06-30T23:34:27Z
273316040,REFRIGERATOR-605,UIVV,RUS,8225668,2012-04-25T11:24:19Z,2018-06-30T23:50:36Z
273316080,OLA,UBKE9,RUS,7920326,2012-01-03T05:14:08Z,2014-08-25T02:50:50Z
273316230,BALYUZEK,UBWH,RUS,8518895,2012-01-14T20:53:51Z,2018-06-29T22:27:43Z
273317370,MERCURY,UCGW,RUS,8216916,2012-01-03T00:28:01Z,2018-06-30T13:08:17Z
273317810,CANOPUS,UCTB,RUS,7700087,2012-01-10T15:21:39Z,2018-06-30T23:56:19Z
273319440,GREEN TUNDRA,UGNI,RUS,8512011,2012-01-01T05:31:34Z,2018-06-30T23:59:42Z
273324210,ARCTIC,UFOR,RUS,8223464,2013-12-26T02:01:30Z,2018-06-30T23:32:30Z
273330280,POLTAVA,UEEJ,RUS,9175286,2013-10-14T06:18:43Z,2018-06-30T22:27:22Z
273330281,POLTAVA,UEEJ,RUS,9175286,2013-10-30T17:37:35Z,2018-02-04T07:53:37Z
273330284,POLTAVA,UEEJ,RUS,9175286,2013-10-29T13:51:25Z,2017-11-15T15:35:26Z
273330285,POLTAVA,UEEJ,RUS,9175286,2017-10-30T06:52:05Z,2018-01-03T04:49:19Z
273330299,POLTAVA,UEEJ,RUS,9175286,2016-09-29T00:08:41Z,2017-12-26T14:36:04Z
273330300,POLTAVA,UEEJ,RUS,9175286,2016-07-29T10:43:46Z,2017-11-15T14:53:26Z
273330301,POLTAVA,UEEJ,RUS,9175286,2013-10-25T13:25:39Z,2017-09-26T19:50:25Z
273330303,POLTAVA,UEEJ,RUS,9175286,2016-12-20T09:16:16Z,2018-01-03T01:39:13Z
273335960,FRIO AGATES,UGKH,RUS,9081631,2013-07-30T03:59:20Z,2018-06-30T05:18:07Z
273337510,CRYSTAL ARCTICA,UBGF5,RUS,8509571,2012-01-02T16:11:42Z,2018-06-30T17:05:55Z
273338510,CRYSTAL AFRICA,UBGF6,RUS,8509583,2012-01-02T12:53:34Z,2018-06-30T23:56:05Z
273339110,ZALIV RADUGA,UBDF6,RUS,8216904,2012-01-05T04:58:16Z,2018-06-30T23:57:14Z
273354210,ZALIV RADUGA,UBDF6,RUS,8216904,2014-01-30T13:59:29Z,2017-03-29T23:37:47Z
273339230,OS REEFER,UBVF7,RUS,7825631,2012-01-03T16:56:40Z,2018-06-30T23:28:02Z
273342230,AMBER BALTIC,UBCG5,RUS,8513273,2012-01-01T07:11:18Z,2018-06-30T22:36:52Z
273344710,ICE BREEZE,UBSE4,RUS,8609802,2012-01-11T11:39:28Z,2016-12-07T09:47:22Z
273348520,PAVLOVSK,UBZE3,RUS,8613542,2012-01-12T00:38:06Z,2018-06-28T13:06:49Z
273348810,ICE STREAM,UBTE5,RUS,8609814,2012-01-25T11:33:10Z,2018-06-29T12:29:10Z
273349530,PETR RIKORD,UBFG2,RUS,8609163,2012-01-16T02:18:19Z,2018-06-05T07:23:29Z
273349567,PETR RIKORD,UBFG2,RUS,8609163,2017-08-24T17:33:46Z,2018-06-05T04:46:05Z
273349630,ZODIAK,UBFG9,RUS,8712300,2012-02-03T11:26:34Z,2018-06-30T00:13:21Z
273350580,ARKADIJA,UBEJ2,RUS,9057393,2012-12-16T04:46:23Z,2018-06-30T23:59:10Z
273350583,ARKADIJA,UBEJ2,RUS,9057393,2014-09-27T10:36:20Z,2014-10-10T04:19:32Z
273351170,ODIN,UBRI2,RUS,8320834,2012-08-22T23:23:32Z,2018-06-30T06:02:46Z
273351900,AMEGA,UBLG2,RUS,8502793,2012-01-06T23:52:14Z,2018-06-30T23:03:13Z
273361900,AMEGA,UBLG2,RUS,8502793,2013-12-27T07:14:04Z,2014-01-04T09:18:58Z
273352570,PYOTR ILICHYOV,UCMP,RUS,9082178,2012-10-22T07:16:45Z,2018-06-30T23:16:04Z
273352571,PYOTR ILICHYOV,UCMP,RUS,9082178,2016-05-24T02:00:37Z,2018-06-25T05:48:26Z
273352574,PYOTR ILICHYOV,UCMP,RUS,9082178,2016-07-09T08:49:00Z,2018-02-13T21:10:07Z
273352575,PYOTR ILICHYOV,UCMP,RUS,9082178,2016-05-22T14:50:25Z,2018-06-27T02:50:48Z
273352700,CORONA REEFER,UIAE,RUS,9004358,2012-03-02T00:06:23Z,2018-06-30T22:44:54Z
273352840,SAN DIEGO,UBCI2,RUS,8421200,2012-01-18T02:26:00Z,2018-04-10T00:34:51Z
273353640,EKATERINA,UBZH8,RUS,8603171,2012-05-11T15:39:57Z,2018-03-09T02:04:31Z
273353800,CRYSTAL ATLANTICA,UBKG5,RUS,8509569,2012-01-12T00:37:27Z,2018-06-30T03:25:26Z
273354620,MARINE STAR,UBFH2,RUS,8617770,2012-01-21T11:25:31Z,2018-06-30T21:17:59Z
273354740,SARONIC BREEZE,UBYH9,RUS,9081643,2012-01-12T00:37:56Z,2018-06-30T20:49:16Z
273354751,SARONIC BREEZE,UBYH9,RUS,9081643,2016-12-28T13:04:30Z,2018-05-02T13:32:32Z
273354770,CANARIAN REEFER,UBXI2,RUS,9081655,2012-09-24T18:22:12Z,2018-06-30T09:05:19Z
273354920,SIRIUS-1,UBHH7,RUS,9003146,2012-01-26T00:26:42Z,2014-04-28T04:06:36Z
273355540,VOSTOK REEFER,UBYH6,RUS,8403961,2012-03-14T11:02:25Z,2018-06-29T19:53:27Z
273356010,SIVUCH,UBMG8,RUS,7723027,2012-02-15T10:14:44Z,2018-06-30T23:39:00Z
273356290,VITALIY SHMYKOV,UBOJ9,RUS,8710352,2013-03-22T08:56:31Z,2018-06-30T23:53:50Z
273356610,PROLIV LONGA,UBXG4,RUS,8136740,2012-01-12T00:39:50Z,2018-06-30T23:49:00Z
273356760,HATSUKARI,UBOI9,RUS,9054858,2012-09-06T20:31:58Z,2018-06-30T23:53:46Z
273357670,FRIO SEVASTOPOLIS,UBWI5,RUS,8860432,2012-09-15T12:08:00Z,2018-06-30T23:45:24Z
273358410,BUKHTA ASACHA,UHJK,RUS,8210247,2012-01-11T23:57:16Z,2018-06-29T22:43:47Z
273358510,SIERRA,UAID,RUS,8216198,2012-01-13T23:58:23Z,2018-06-30T23:49:40Z
273358660,BUKHTA NATALII,UBNI6,RUS,7929786,2012-07-22T00:28:12Z,2018-06-30T23:35:23Z
273358980,CAPTAINMOKEEV,UBMJ3,RUS,9081667,2013-02-27T11:29:31Z,2018-06-30T08:52:27Z
273359920,TAVRIA,UBIH4,RUS,8826759,2012-01-04T13:44:28Z,2018-06-30T23:21:55Z
273359933,TAVRIA,UBIH4,RUS,8826759,2017-10-06T09:59:28Z,2018-04-16T19:46:31Z
273359934,TAVRIA,UBIH4,RUS,8826759,2017-01-28T22:07:20Z,2018-05-20T15:06:26Z
273359935,TAVRIA,UBIH4,RUS,8826759,2017-01-28T08:58:05Z,2018-04-17T00:36:28Z
992724428,TAVRIA,UBIH4,RUS,8826759,2013-03-06T12:03:59Z,2016-05-22T22:09:26Z
273367690,TORNADO,UBGM2,RUS,8404575,2014-09-20T09:01:30Z,2018-06-30T22:44:26Z
273381350,KAMCHATSKIY PROLIV,UARD,RUS,9061899,2016-04-21T05:19:05Z,2018-06-30T15:30:49Z
273382550,PACIFICA,UIIA,RUS,8812801,2016-04-26T11:02:30Z,2018-06-30T22:46:51Z
273383970,BOSFOR VOSTOCHNY,UEXJ,RUS,9010785,2017-03-30T15:56:17Z,2018-06-30T23:14:19Z
273384930,VYSOTSK,UAPA,RUS,9196357,2016-01-31T04:11:34Z,2018-06-30T23:49:26Z
273384970,NOVIY SVET,UEOD,RUS,8509557,2017-03-27T13:45:52Z,2018-06-30T22:45:43Z
273385120,URGULL,UBZN7,RUS,8810190,2015-11-05T03:33:56Z,2018-06-30T23:58:22Z
273385132,URGULL,UBZN7,RUS,8810190,2018-06-21T12:05:32Z,2018-06-21T15:35:33Z
273385136,URGULL,UBZN7,RUS,8810190,2017-05-16T07:19:29Z,2017-05-19T09:51:54Z
273385137,URGULL,UBZN7,RUS,8810190,2017-04-01T18:08:30Z,2017-05-25T17:31:50Z
273385142,URGULL,UBZN7,RUS,8810190,2016-06-28T00:43:34Z,2018-02-01T03:11:07Z
273385143,URGULL,UBZN7,RUS,8810190,2018-06-22T00:09:42Z,2018-06-24T18:13:55Z
273385151,URGULL,UBZN7,RUS,8810190,2016-06-26T12:49:44Z,2018-06-30T12:07:56Z
273385180,URGULL,UBZN7,RUS,8810190,2015-10-22T06:52:36Z,2015-11-05T02:45:51Z
273385170,TIGR 2,UBFP9,RUS,9061198,2017-01-26T04:19:49Z,2018-06-30T23:57:01Z
273387370,ZOLOTOY ROG,UAXZ,RUS,9016973,2017-02-25T08:12:00Z,2018-06-30T22:58:34Z
273389770,ORION-1,UCET,RUS,8520496,2017-03-28T07:49:46Z,2018-06-30T22:36:38Z
273394490,CRYSTAL ASIA,UDSR,RUS,9053957,2016-11-09T14:39:58Z,2018-06-30T22:19:08Z
273395480,ATLANTICA,UCFB,RUS,8812796,2016-08-29T16:49:04Z,2018-06-30T23:45:42Z
273395490,CRYSTAL ANTARCTIDA,UDWU,RUS,9073268,2016-11-12T12:23:45Z,2018-06-30T23:42:10Z
273397490,RETRIEVER,UBXG,RUS,9109500,2016-11-12T00:18:22Z,2018-06-30T20:56:35Z
273398990,FRIO SAPFIR,UBFP5,RUS,9014793,2017-01-23T08:32:54Z,2018-06-30T22:58:09Z
273410910,LIMANSKIY,UGFF,RUS,8423612,2012-01-09T02:48:01Z,2018-06-30T23:43:44Z
273417300,KAM STAR,UBIF,RUS,8220096,2012-01-11T00:48:02Z,2018-06-30T23:57:33Z
273420160,LYRA,UBOR,RUS,7826154,2012-01-17T11:17:02Z,2018-06-30T23:54:36Z
273420240,KOMMUNARY NIKOLAYEVA,UERA,RUS,8729183,2012-01-06T00:51:32Z,2018-06-29T21:56:25Z
273421240,ANTON GURIN,UERJ,RUS,8723402,2012-01-02T04:37:24Z,2018-06-30T23:50:18Z
273421246,ANTON GURIN,UERJ,RUS,8723402,2016-12-24T10:06:44Z,2017-07-23T15:23:59Z
273421470,PROFESSOR MEGRABOV,UFOC,RUS,7723065,2012-10-17T02:16:32Z,2016-09-20T21:43:57Z
273422240,KAPITAN KIRICHENKO,UEZS,RUS,8832069,2012-01-01T00:31:17Z,2018-06-30T22:32:27Z
273425770,KAPITAN SHCHERBAKOV,UBFQ,RUS,8422931,2012-01-05T20:51:26Z,2018-06-29T18:17:37Z
273428710,KAPITAN KANTSIBER,UESK,RUS,8623559,2012-02-04T23:57:18Z,2014-11-30T05:31:04Z
273429140,VASILIY POLESHCHUK,UIQL,RUS,8701038,2012-01-07T01:28:50Z,2018-06-30T22:56:20Z
273430160,RUSTICA,UHCL,RUS,8520563,2012-01-27T12:21:53Z,2018-06-30T23:26:40Z
273434010,MANGAZEYA,UFRI,RUS,7741108,2012-06-11T04:58:21Z,2018-06-30T23:50:29Z
273434080,NADEZHDA,UEPQ,RUS,7379553,2012-01-13T23:55:28Z,2018-06-30T13:08:42Z
273434600,KOOPERATOR,UEZM,RUS,8729200,2012-01-23T13:49:28Z,2018-06-30T22:34:41Z
273435310,BASKUNCHAKSKIY,UBAZ,RUS,8723311,2012-01-20T14:56:24Z,2018-06-30T23:54:07Z
273436790,PETERGOF,UIKZ,RUS,8319184,2012-01-04T11:03:39Z,2018-06-28T11:53:11Z
273440860,KATRAN,UERV,RUS,8727343,2012-01-17T12:54:10Z,2018-06-30T23:51:27Z
273440863,KATRAN,UERV,RUS,8727343,2016-06-26T19:21:57Z,2016-10-04T05:38:22Z
273440892,KATRAN,UERV,RUS,8727343,2016-11-26T15:39:50Z,2016-12-14T22:19:29Z
273440893,KATRAN,UERV,RUS,8727343,2016-10-09T14:55:55Z,2017-01-21T14:50:26Z
273440894,KATRAN,UERV,RUS,8727343,2016-07-06T19:40:57Z,2016-12-13T01:25:16Z
273440895,KATRAN,UERV,RUS,8727343,2016-10-01T17:22:09Z,2017-01-08T07:26:25Z
273441270,MYS KOMMUNAROV,UFTA,RUS,7821910,2012-01-02T12:58:12Z,2018-06-30T19:51:56Z
273441670,JUPITER,UDOW,RUS,7700116,2012-01-17T12:53:11Z,2018-06-30T23:43:26Z
273441678,JUPITER,UDOW,RUS,7700116,2016-12-07T03:43:29Z,2018-01-13T08:37:56Z
273441679,JUPITER,UDOW,RUS,7700116,2017-04-07T08:52:00Z,2017-04-07T20:33:55Z
273441694,JUPITER,UDOW,RUS,7700116,2016-11-25T08:56:02Z,2016-11-25T16:20:01Z
273441711,JUPITER,UDOW,RUS,7700116,2016-11-28T08:38:05Z,2016-12-01T16:12:19Z
273441719,JUPITER,UDOW,RUS,7700116,2015-09-22T15:07:30Z,2017-09-05T20:03:44Z
273441726,JUPITER,UDOW,RUS,7700116,2016-10-05T16:09:07Z,2017-12-08T11:25:25Z
273441727,JUPITER,UDOW,RUS,7700116,2014-12-10T17:44:50Z,2017-12-12T14:17:24Z
273442580,ZARYA,UFCR,RUS,9012214,2012-01-06T23:52:15Z,2018-06-30T23:44:00Z
273442740,BUKHTA NAGAEVA,UDVM,RUS,8313879,2012-01-08T12:47:27Z,2018-06-30T23:20:01Z
273449080,SORAKSAN,UAYO,RUS,8723361,2012-01-07T04:41:49Z,2018-06-30T22:40:17Z
273449510,GEOLOGPECHKUROV,UHYG,RUS,8842533,2014-06-25T12:24:17Z,2018-06-30T20:06:56Z
273449760,PLUTONAS,UERU,RUS,7808322,2012-01-07T04:54:47Z,2018-06-30T23:30:39Z
273449788,PLUTONAS,UERU,RUS,7808322,2018-04-08T16:07:38Z,2018-04-08T18:47:47Z
273449790,PLUTONAS,UERU,RUS,7808322,2017-05-04T12:20:56Z,2017-05-10T18:25:06Z
273449791,PLUTONAS,UERU,RUS,7808322,2017-11-09T07:23:02Z,2018-04-07T14:58:02Z
273457850,PREGOLSKIY,UDLH,RUS,8724341,2012-01-17T21:31:56Z,2018-06-30T23:56:44Z
273459400,TAMARA,UAJV,RUS,8880523,2012-01-17T09:40:41Z,2018-06-27T07:33:59Z
273511500,GIBRALTAR,UFNO,RUS,7642663,2012-01-23T04:40:13Z,2018-02-21T23:39:56Z
273512400,TAMBOV,UIMH,RUS,8225723,2012-01-18T00:10:42Z,2018-06-30T19:28:30Z
273512445,TAMBOV,UIMH,RUS,8225723,2017-08-11T18:31:12Z,2017-09-27T09:16:40Z
273512447,TAMBOV,UIMH,RUS,8225723,2017-08-02T19:48:43Z,2017-08-16T15:24:05Z
273557400,KAPITAN LAZAREV,UEAV,RUS,9016985,2013-10-10T07:14:12Z,2014-07-09T18:02:34Z
273561800,SARGAN,UGOL,RUS,9101352,2012-01-03T16:58:01Z,2018-06-29T23:59:01Z
273811020,KAPITAN PRYAKHA,UIWB,RUS,8834483,2012-01-14T01:28:09Z,2018-06-30T23:43:53Z
273811510,OSTROV KARAGINSKIY,UEVS,RUS,9159763,2012-01-19T12:02:27Z,2018-06-30T23:20:40Z
273812060,TRIADA,UFKE,RUS,9101869,2012-01-04T05:56:16Z,2018-06-30T23:17:02Z
273813060,TARAVA,UBMB,RUS,8880511,2012-01-06T23:54:19Z,2013-10-10T05:09:07Z
273814050,OZERSK,UHWR,RUS,8226973,2012-01-17T09:43:23Z,2018-06-30T23:29:33Z
723814050,OZERSK,UHWR,RUS,8226973,2017-01-05T23:34:09Z,2017-03-24T18:31:58Z
273815000,VLAD ORION,UAKG,RUS,8881357,2012-01-17T11:10:37Z,2018-06-28T14:33:11Z
273815020,NEREY,UIUS,RUS,8723373,2012-01-01T00:05:01Z,2018-01-29T20:29:11Z
273815050,KOMSOMOLIYA KALININGRADA,UHWS,RUS,8033857,2012-01-13T23:53:59Z,2018-06-30T23:34:09Z
273816010,BEREG MECHTY,UIIC,RUS,8225711,2012-01-25T03:53:57Z,2017-09-14T03:01:48Z
273816020,KORSAKOV,UIUT,RUS,8326113,2012-01-07T21:39:30Z,2018-06-27T00:37:59Z
273817020,ICEBERG,UBRG,RUS,8521804,2013-12-17T01:43:15Z,2018-03-13T17:31:31Z
273817200,EVGENIY ZOTOV,UDDF,RUS,9076595,2012-04-16T13:05:21Z,2018-06-30T00:00:36Z
273818000,DIONA,UCBY,RUS,9125920,2012-01-17T00:03:17Z,2018-06-30T22:16:54Z
273819710,SUBARU,UEKN,RUS,8810310,2012-02-15T04:50:47Z,2018-06-30T23:56:08Z
273820900,NADIR,UEVR,RUS,8724389,2012-05-02T05:34:44Z,2017-05-31T08:49:53Z
