mmsi,shipname,callsign,flag,imo,first_timestamp,last_timestamp
273824020,NIKOLAY KASATKIN,UEFY,RUS,8857796,2012-01-24T11:54:32Z,2018-06-30T23:49:42Z
273825200,PREDSEDATEL GANSLEP,UIVX,RUS,8834689,2014-05-13T02:20:42Z,2018-06-30T22:38:52Z
273825810,LUCHISTYY,UHTH,RUS,8035087,2012-01-18T23:47:42Z,2018-06-30T23:51:26Z
273825855,LUCHISTYY,UHTH,RUS,8035087,2017-12-10T08:43:36Z,2017-12-11T02:07:29Z
273827710,TITANIYA,UFBO,RUS,8727147,2012-01-23T01:27:38Z,2018-06-30T23:43:15Z
273829410,SAKHRYBA,UEKI,RUS,8842997,2012-01-12T21:25:56Z,2018-06-30T23:55:46Z
273833000,DORIDA,UIEI,RUS,8623925,2012-01-07T21:40:06Z,2018-02-17T11:10:18Z
273842700,AMAYAN,UDKC,RUS,8858544,2012-01-02T12:58:33Z,2018-04-11T00:22:08Z
273844500,CAESAR,UCXC,RUS,8835968,2012-01-12T00:35:07Z,2018-06-16T08:55:05Z
273844510,MAYAK,UDIN,RUS,8860119,2012-01-11T06:49:43Z,2012-06-03T00:17:19Z
273844700,KAPITANSTEKOLSCHIKOV,UHWT,RUS,8884256,2012-02-01T13:45:05Z,2018-06-30T07:24:32Z
273848200,TATARSTAN,UCLX,RUS,7730159,2012-01-20T11:40:52Z,2014-05-07T00:48:42Z
273872100,RUBINOVYY,UDSD,RUS,8725826,2012-01-12T00:40:41Z,2018-06-30T23:56:24Z
273873500,OSTROV IONY,UGCW,RUS,8847052,2012-01-01T03:59:24Z,2018-06-30T09:18:57Z
273875400,IRTYSH,UGCQ,RUS,8724420,2012-01-10T03:27:13Z,2018-06-30T23:45:08Z
273879400,AMURSKIY LIMAN,UGCT,RUS,8858568,2012-01-05T00:39:18Z,2013-09-27T12:27:52Z
273892210,GEROI SIVASHA,UHUV,RUS,8038170,2012-02-23T01:21:14Z,2016-11-23T13:25:24Z
273895510,DRUZHBA,UHSV,RUS,8730089,2012-09-08T14:29:35Z,2018-06-20T21:10:59Z
273895511,DRUZHBA,UHSV,RUS,8730089,2012-01-22T11:01:42Z,2017-08-23T10:03:44Z
273895519,DRUZHBA,UHSV,RUS,8730089,2017-08-16T13:53:22Z,2018-04-18T00:43:43Z
273895551,DRUZHBA,UHSV,RUS,8730089,2017-05-04T13:15:05Z,2017-08-22T18:36:57Z
273896310,VYSOKOGORNYY,UGQF,RUS,8328771,2012-01-25T11:28:25Z,2013-09-20T18:28:49Z
403025000,ALZOHAL1,HZDD,SAU,8520501,2012-01-24T01:19:25Z,2012-12-29T07:38:38Z
663037000,BOROM DARADJI,6WIY,SEN,7021209,2014-07-17T16:18:56Z,2018-06-30T23:18:28Z
563418000,CHITOSE,9V6110,SGP,9666508,2013-07-29T23:24:36Z,2018-06-30T23:24:45Z
667006086,NIKOLAYUSTINOV,9LC2179,SLE,9500326,2013-01-03T11:46:20Z,2016-09-22T07:02:23Z
667006043,FRIOSEVASTOPOLIS,9LC2136,SLE,8860432,2012-02-14T14:04:04Z,2012-07-13T19:47:06Z
667001392,OCEAN STAR 98,9LU2195,SLE,8517346,2015-06-12T04:39:01Z,2018-06-30T23:57:22Z
667003248,ZHONG ZHOU 1,9LY2445,SLE,9044358,2012-01-01T04:24:56Z,2014-01-14T05:21:11Z
356126000,NORT,9LC2196,SLE,8138724,2013-05-29T12:28:52Z,2013-06-21T05:05:50Z
667006103,NORT,9LC2196,SLE,8138724,2013-06-21T05:50:20Z,2014-06-18T03:05:43Z
667004025,MIN TAI LENG,9LA2124,SLE,8627309,2012-06-21T09:10:51Z,2013-05-31T02:47:18Z
667003336,FONGKUO807,9LY2533,SLE,9065534,2012-07-07T21:39:40Z,2013-04-25T03:06:33Z
667003111,HANXING,9LY2308,SLE,9586332,2012-01-04T00:54:12Z,2013-05-08T07:24:27Z
667007053,HAO XIANG,9LF7053,SLE,7812062,2012-04-27T01:23:28Z,2013-08-22T13:41:47Z
667003426,HENGXING1,9LY2623,SLE,8834421,2013-06-24T04:30:41Z,2018-06-23T08:14:02Z
668052002,HENGXING1,9LY2623,SLE,8834421,2015-06-09T18:17:25Z,2016-06-28T03:25:31Z
667003229,RUNJIU,9LY2426,SLE,9441960,2012-01-01T00:32:19Z,2013-04-27T06:04:43Z
667943000,LUCKY 101,9LD2244,SLE,8831431,2012-01-03T14:48:09Z,2015-02-12T01:57:00Z
664090000,KAIHO MARU,S7OJ,SYC,8909680,2015-10-14T03:02:26Z,2017-07-04T06:09:54Z
671641000,MARS,5VDP5,TGO,7723027,2015-09-08T09:34:30Z,2017-05-18T09:04:22Z
671608000,DO WON,5VDJ9,TGO,7927037,2015-12-21T02:15:06Z,2016-05-22T13:28:53Z
672656576,DO WON,5VDJ9,TGO,7927037,2016-03-20T15:03:41Z,2016-03-22T07:46:25Z
567005700,GRANDOCEANREEFER,HSDZ,THA,6702715,2012-02-20T02:48:48Z,2012-03-21T01:20:34Z
567007200,REDPEARL,HSB2191,THA,6904208,2012-01-07T14:43:16Z,2012-12-29T08:59:58Z
567486000,KGOLDENSEA,HSB4828,THA,7811501,2013-08-12T04:25:46Z,2014-11-27T16:12:26Z
567492000,MARINE1,HSB4886,THA,7721067,2013-10-09T15:30:11Z,2016-01-05T22:29:40Z
567451000,SEAVICAREMAR,HSB4649,THA,6908993,2012-03-21T13:03:48Z,2018-06-28T21:17:11Z
567176000,SEVEN SEAS,HSB2703,THA,8210936,2012-02-17T18:47:09Z,2015-11-30T08:13:54Z
567004800,SEAVICPRINSES,HSB2579,THA,7819034,2013-01-09T07:22:20Z,2016-11-21T02:40:08Z
567006700,SILVERSEA3,HSB2233,THA,7006376,2012-09-24T15:41:27Z,2015-04-19T13:39:59Z
567006701,SILVERSEA3,HSB2233,THA,7006376,2012-01-01T03:19:16Z,2012-09-01T11:08:14Z
567008100,ITFA3,HSB2369,THA,7905833,2012-02-01T16:43:36Z,2014-12-11T19:12:30Z
567008300,BLACKPEARL,HSB2163,THA,6601636,2012-01-30T15:40:05Z,2012-09-10T03:15:12Z
567011500,SILVER SEA LINE 2,HSCY2,THA,7727114,2012-01-03T16:53:51Z,2015-03-04T03:16:48Z
567046600,ASIAN MARINE REEFER 2,HSBX,THA,7804900,2016-08-06T04:06:16Z,2018-04-23T12:48:11Z
567046600,SILVER SEA LINE,HSBX,THA,7804900,2012-01-14T16:46:04Z,2016-08-05T04:03:07Z
567115000,FERNANDO,HSB2346,THA,7116896,2012-02-22T18:31:29Z,2018-06-30T07:34:39Z
567175000,CELTIC ICE,HSB2700,THA,7727102,2016-07-31T03:48:59Z,2018-04-13T13:44:08Z
567175000,SILVER SEA 1,HSB2700,THA,7727102,2012-01-02T15:49:21Z,2015-05-17T15:10:46Z
567183000,SILVER SEA 2,HSB2719,THA,7727097,2012-03-06T13:42:18Z,2017-01-08T14:21:22Z
567188000,SERENE REEFER,HSB2752,THA,7508336,2012-01-14T15:07:37Z,2018-05-04T00:06:57Z
567196000,SIRICHAI REEFER,HSB2797,THA,8211837,2015-07-24T07:57:11Z,2018-06-29T04:53:02Z
567231000,ASIAN MARINE REEFER,HSB2993,THA,7637589,2017-05-26T14:27:31Z,2018-05-24T14:56:14Z
567231000,SILVERSEALINE3,HSB2993,THA,7637589,2014-04-28T00:04:31Z,2014-11-17T18:39:46Z
567255000,M.V. S.LEELAWADEE,HSB3070,THA,7637539,2013-03-24T09:44:32Z,2018-05-31T21:38:59Z
567266000,NEW STREAM,HSB3066,THA,7637565,2013-04-24T05:23:34Z,2017-10-10T00:46:21Z
567293000,MISSOURI REEFER,HSB3203,THA,7635878,2012-01-13T18:36:28Z,2018-05-20T13:31:44Z
567817288,MISSOURI REEFER,HSB3203,THA,7635878,2015-05-15T09:02:32Z,2015-11-10T20:56:23Z
567391000,PATSORN,HSB4501,THA,7713230,2012-04-30T14:10:08Z,2018-05-24T15:06:32Z
567476000,SEAVICREEFER,HSB4761,THA,7724186,2013-03-27T15:39:49Z,2015-07-24T03:44:41Z
567487000,SEANETWORK,HSB4831,THA,7637553,2014-01-09T01:44:22Z,2018-06-23T13:14:18Z
416730000,LIAN JYI HSING,BI2037,TWN,7234210,2012-08-13T01:34:45Z,2018-06-30T23:56:03Z
416064900,FENG HAI NO.1,BZHY,TWN,8676300,2012-08-01T13:19:30Z,2018-03-14T06:02:25Z
415518424,LIANCHUANSHENG66,BEGE,TWN,7305722,2018-05-28T00:14:33Z,2018-06-30T18:31:47Z
416567000,LIAN CHUAN SHENG NO.66,BEGE,TWN,7305722,2012-01-25T18:02:14Z,2018-05-28T00:02:21Z
416001900,YUAN TAI NO.806,BZIR,TWN,7900663,2012-01-01T02:52:39Z,2017-11-09T06:54:24Z
416085900,CHEN YU NO.7,BZLY,TWN,7930175,2016-07-07T02:41:24Z,2016-10-11T02:58:34Z
416308000,CHEN YU NO.7,BZLY,TWN,7930175,2012-02-24T06:02:02Z,2018-06-29T06:04:08Z
416110700,NA,BI2039,TWN,7121956,2012-08-09T01:31:54Z,2018-06-30T13:44:48Z
416521000,YONG MAN SHUN,BZCO,TWN,NA,2012-08-01T09:08:22Z,2018-06-28T16:11:25Z
416602000,SHUN TIAN FA NO.168,BZEJ,TWN,7323401,2012-01-09T21:14:50Z,2018-06-30T04:47:03Z
416696000,FU JYI,BZKU,TWN,6811932,2012-06-28T03:48:54Z,2017-10-27T12:05:44Z
416702000,SHENG HONG,BZLL,TWN,7920869,2012-01-22T15:33:51Z,2018-06-30T21:13:36Z
416778000,WIN SHUEN SHING,BECS,TWN,7332713,2012-01-11T19:11:32Z,2018-06-30T23:48:34Z
416788000,CHANG CHING NO.1,BZFN,TWN,6908113,2012-08-02T11:28:42Z,2018-05-28T02:38:02Z
677038700,HAITONGDA,5IM494,TZA,8426913,2016-11-15T08:42:12Z,2017-07-30T13:05:42Z
677018800,DENIZ,5IM288,TZA,8202563,2017-06-19T09:01:44Z,2018-05-07T14:54:35Z
677018800,WEN MING,NA,TZA,9216884,2016-08-29T08:35:44Z,2016-12-14T16:13:18Z
677018800,LETFALLAH III,NA,TZA,7522203,2012-01-01T15:53:59Z,2015-03-11T14:21:20Z
677047700,AMINAH,5IM577,TZA,8818893,2012-05-25T20:14:48Z,2018-06-30T23:31:07Z
272523000,KORSUN,UUCW,UKR,8036079,2012-07-01T09:16:23Z,2013-12-19T07:54:38Z
272727000,POLUS1,UUAY6,UKR,8727018,2013-12-25T11:19:27Z,2018-02-15T20:54:52Z
514394000,POLUS1,UUAY6,UKR,8727018,2013-12-19T12:29:10Z,2013-12-24T11:16:52Z
800668688,HAIFENG9,BCLN5,UNK,NA,2016-10-15T12:11:17Z,2017-04-02T12:22:58Z
338164513,PRIEST POINT,WCE6163,USA,NA,2013-12-12T20:05:59Z,2018-05-14T23:53:51Z
367108640,BARWELL,WBK3226,USA,7051668,2012-02-14T09:00:44Z,2017-09-02T00:59:30Z
367187410,SELDOVIA,WDD7509,USA,7308712,2012-05-17T09:31:46Z,2018-04-23T02:25:11Z
367402920,OCEAN MAID,WDE8215,USA,7307550,2012-06-04T22:13:09Z,2018-05-14T23:39:27Z
367492890,ISLAND TRADER,WDF8244,USA,NA,2012-01-03T02:11:01Z,2018-05-14T21:04:09Z
367545050,AKUTAN,WDG5284,USA,5007510,2012-09-08T22:39:15Z,2017-09-08T16:40:27Z
5004,GANDIL,WDC5380,USA,8034667,2012-01-01T00:00:28Z,2014-04-16T15:20:52Z
367040180,GANDIL,WDC5380,USA,8034667,2014-04-17T05:24:33Z,2018-05-13T20:07:50Z
303643000,JENNIFER A,WDC9097,USA,7937501,2015-03-07T08:01:32Z,2016-06-15T17:47:45Z
367097520,JENNIFER A,WDC9097,USA,7937501,2016-06-15T20:50:05Z,2017-09-18T19:27:44Z
338132058,F/V PAVLOF,WBP5804,USA,NA,2012-08-01T05:42:11Z,2016-06-19T07:40:55Z
338167548,ISLAND DANCER,WCX2761,USA,NA,2014-03-25T21:48:54Z,2018-04-06T20:25:36Z
338898000,EGEGIK SPIRIT,WDF4089,USA,7515054,2012-08-02T05:22:17Z,2017-09-09T20:29:54Z
366166330,ANNIHILATOR,WAV9937,USA,7933672,2013-06-06T21:45:02Z,2018-05-14T23:44:15Z
366688750,WESTWARD,WDC8769,USA,7308322,2012-01-12T03:41:51Z,2017-09-21T00:05:11Z
366721880,DILIGENCE,WDD7916,USA,NA,2012-03-01T04:55:53Z,2017-01-26T21:42:54Z
366764080,CACHALOT,WB4937,USA,7619771,2012-06-05T19:57:22Z,2018-05-14T23:53:09Z
366841470,CHAMAI,WDD5880,USA,NA,2012-05-29T08:09:16Z,2018-05-14T21:08:07Z
366971230,HALLO BAY,WBM7130,USA,NA,2012-06-08T21:53:08Z,2018-06-30T15:45:15Z
366971260,CAPE CALM,WBM7124,USA,7939523,2012-06-13T21:35:12Z,2018-06-30T20:50:14Z
367019320,LOGGER,WDC4116,USA,7203003,2012-01-13T20:49:25Z,2017-09-21T18:45:27Z
367026930,DOROTHEA,WDC4584,USA,NA,2012-05-25T20:56:43Z,2016-05-11T18:08:10Z
367028430,ALASKA EAGLE,WAK7961,USA,7202566,2012-06-21T07:17:47Z,2018-05-01T15:55:18Z
367039940,NOTORIOUS,WDH5866,USA,7202061,2015-07-18T15:31:45Z,2018-03-17T07:46:26Z
367632260,NOTORIOUS,WDH5866,USA,7202061,2018-03-17T07:50:18Z,2018-05-14T23:42:45Z
367098030,KONA KAI,WBS9245,USA,8852667,2012-01-05T00:18:19Z,2018-04-01T13:14:09Z
367098190,ENTRANCE POINT,WDC9146,USA,8851699,2012-01-06T19:01:07Z,2018-03-13T18:08:54Z
367107030,AKEMI,WDC9814,USA,NA,2012-01-21T23:33:00Z,2018-05-14T22:41:38Z
367108410,ST. LAZARIA,WDC9919,USA,NA,2012-08-05T04:11:14Z,2018-05-14T23:44:59Z
367108420,AFOGNAK,WDC9920,USA,7048829,2014-06-27T15:04:16Z,2018-04-01T13:11:38Z
367113130,CARMELA,WCZ8776,USA,7049990,2012-05-19T23:07:03Z,2016-09-07T14:31:51Z
367116310,WILD SALMON,WDD2516,USA,NA,2012-01-03T06:26:45Z,2018-05-14T21:30:28Z
367119230,NOR`QUEST,WDD2742,USA,NA,2012-04-01T09:40:01Z,2017-09-23T17:15:07Z
367119930,NAKNEK SPIRIT,WDF7411,USA,NA,2012-04-15T07:14:03Z,2016-10-04T05:11:39Z
367124290,CAPE DENBIGH,WDC3659,USA,8332136,2012-01-01T00:04:40Z,2018-03-19T22:02:00Z
367137170,KATRINA EM,WTK2245,USA,7908213,2012-01-07T21:29:00Z,2018-05-14T07:09:47Z
367139360,TOTEM,WBC4008,USA,NA,2012-05-19T08:41:51Z,2017-09-16T13:37:21Z
367171480,DECEPTION,WDD6334,USA,8851467,2012-03-13T06:41:32Z,2018-05-10T18:47:23Z
367302960,BRUIN BAY,WDD8804,USA,NA,2012-07-09T08:16:51Z,2018-03-05T22:27:21Z
367312010,LOIS ANDERSON,WDD9476,USA,7203015,2012-01-01T02:28:12Z,2018-04-05T17:34:20Z
367348005,HARMONY I,WDE4075,USA,7917666,2012-02-28T23:24:19Z,2018-03-27T20:54:58Z
367348340,HARMONY I,WDE4075,USA,7917666,2018-03-27T20:56:52Z,2018-05-14T23:54:13Z
367392530,LAST FRONTIER,WDE7375,USA,8855205,2012-01-23T17:12:11Z,2018-06-30T19:24:39Z
367451510,ROEDDA,WDF4404,USA,NA,2012-08-19T08:05:47Z,2018-05-13T05:25:28Z
367452240,LINDA B,WDF4466,USA,NA,2013-05-22T19:25:38Z,2017-11-21T15:46:32Z
367452850,TINA B,WDF4520,USA,NA,2012-05-16T04:01:16Z,2017-07-21T18:38:09Z
367486040,NUSHAGAK SPIRIT,WDF7589,USA,NA,2012-04-13T23:13:44Z,2018-05-14T20:37:00Z
367488280,MUSKRAT,WDF7801,USA,5244259,2012-04-17T19:22:27Z,2018-05-14T23:56:06Z
367494020,VIKING,WDF8358,USA,7309780,2012-05-01T20:33:38Z,2018-05-14T23:35:22Z
367534430,SHELTER COVE,WDG4237,USA,NA,2012-06-16T21:17:10Z,2016-07-02T04:00:13Z
367561070,STEELHEAD,WDG6826,USA,7940211,2014-03-11T00:35:45Z,2018-05-14T20:31:08Z
367656470,M & M,WDH8279,USA,8852679,2015-03-12T21:23:54Z,2016-03-21T17:12:44Z
368213000,SAVAGE,WAQ3499,USA,8856390,2012-06-18T05:16:14Z,2017-12-24T14:22:18Z
367442240,LINDA B,WDF4466,USA,NA,2012-03-09T22:33:47Z,2013-05-20T23:29:58Z
377906047,BARANA,J8PV5,VCT,8707159,2012-01-02T00:25:02Z,2018-05-14T15:17:56Z
376098000,ELECTRA,J8B4888,VCT,8404238,2013-08-06T17:04:07Z,2016-07-09T07:00:21Z
376311000,APUS,J8UC8,VCT,8604606,2012-01-03T16:43:09Z,2013-10-02T12:25:00Z
375789000,EUROPA,NA,VCT,8224432,2012-01-01T07:38:56Z,2014-09-09T07:37:25Z
377762000,BALTICSTAR,J8B4371,VCT,7726706,2012-01-03T02:31:45Z,2015-07-09T02:37:38Z
576626000,HATSUKARI,YJQL2,VUT,9054858,2012-01-11T16:44:11Z,2012-04-21T22:13:44Z
577324000,SEA PEARL,YJUT4,VUT,9008639,2015-03-03T03:28:53Z,2016-09-11T16:44:13Z
577089000,BADARO,YJSC3,VUT,9163439,2012-07-05T00:46:29Z,2014-03-21T21:24:23Z
577314000,SEA TRADER,YJUM3,VUT,8919893,2015-02-06T04:34:59Z,2016-04-26T10:41:18Z
576139000,TUNA PRINCESS,YJQT4,VUT,9314612,2012-01-19T00:23:45Z,2015-04-04T00:04:01Z
577106000,HARIMA 2,YJTB3,VUT,9133317,2012-08-25T02:45:41Z,2018-06-30T23:57:23Z
577310000,KAIMON,YJUK3,VUT,9172442,2016-06-03T07:03:04Z,2018-06-30T03:29:53Z
576711000,FRIO ATHENS,YJQN2,VUT,8710340,2012-01-01T11:11:24Z,2016-10-14T08:38:18Z
577105000,RYOMA,YJTA9,VUT,9133305,2012-08-24T04:43:51Z,2016-12-09T01:36:07Z
576277000,SHIN IZU,YJQA5,VUT,9186936,2012-01-01T07:32:18Z,2017-08-10T06:02:22Z
577102000,HARU,YJSU3,VUT,9241932,2012-08-08T12:17:50Z,2016-01-12T03:24:55Z
577315000,SEIN GRACE,YJUM8,VUT,8609979,2015-02-11T06:04:07Z,2016-04-07T12:34:12Z
577122000,IBUKI,YJTD3,VUT,9666481,2012-12-25T02:05:09Z,2014-12-08T02:01:13Z
577167000,TAISEI MARU 15,YJTJ8,VUT,8710728,2013-05-14T04:44:15Z,2013-05-15T23:23:17Z
577168000,TAISEI MARU 15,YJTJ8,VUT,8710728,2013-05-16T01:36:09Z,2013-11-06T00:28:35Z
577169000,TAISEI MARU 15,YJTJ8,VUT,8710728,2013-11-06T03:11:44Z,2015-05-15T00:08:32Z
577082000,TALOFA,YJRZ7,VUT,8223311,2012-06-04T14:09:50Z,2017-03-27T19:43:49Z
900466888,TALOFA,YJRZ7,VUT,8223311,2015-06-26T05:51:57Z,2015-06-27T04:35:48Z
576285000,HOUTA MARU,YJQD7,VUT,9003158,2012-01-01T11:35:33Z,2018-01-02T02:20:21Z
576689000,ZEFYROS,YJQK7,VUT,8916748,2012-01-01T09:36:06Z,2016-11-23T16:29:17Z
576705384,ZEFYROS,YJQK7,VUT,8916748,2016-02-15T12:02:51Z,2016-02-19T10:35:20Z
576688000,FRIO DOLPHIN,YJQK2,VUT,8807442,2012-01-02T13:05:38Z,2016-10-05T16:02:03Z
576270000,HIKARI 1,YJVY7,VUT,9293313,2012-01-02T23:15:29Z,2015-11-21T01:31:13Z
576107000,LADY TUNA,YJQS6,VUT,9453418,2012-01-01T08:17:17Z,2015-08-27T00:59:55Z
576276000,SHIN FUJI,YJQA4,VUT,9140281,2012-01-01T03:32:23Z,2016-04-19T20:30:12Z
577077000,TAIHO MARU,YJRZ2,VUT,9459591,2012-05-26T02:17:54Z,2016-02-08T00:53:01Z
576507000,OCEANUS,YJQH9,VUT,9194919,2012-01-01T01:31:14Z,2014-04-20T05:43:07Z
576395000,YU HSIANG MARU,YJQE3,VUT,9172909,2012-01-06T10:01:10Z,2015-01-28T05:05:06Z
576397000,KAIHO MARU,YJQE4,VUT,8909680,2012-01-01T10:57:58Z,2015-10-14T02:52:42Z
577161000,HSIANG FU,YJTH9,VUT,9684067,2014-04-23T16:06:21Z,2016-12-14T05:00:15Z
576274000,NEW SATSUKI,YJVZ8,VUT,8920024,2012-01-05T13:26:05Z,2013-04-10T13:35:15Z
576195000,LA MANCHE,YJVT7,VUT,8226739,2012-01-06T06:24:36Z,2018-06-30T23:33:35Z
576328000,GENTA MARU,YJRE3,VUT,9620384,2012-01-21T00:23:34Z,2015-10-27T05:29:50Z
576414000,TENHO MARU,YJQE5,VUT,9128764,2012-01-01T01:32:27Z,2016-04-11T04:20:08Z
576414009,TENHO MARU,YJQE5,VUT,9128764,2014-08-02T01:13:45Z,2014-12-15T03:08:36Z
576419000,MEITA MARU,YJQE8,VUT,9071583,2012-01-04T00:32:09Z,2015-09-16T02:14:29Z
576420000,VICTORIA,YJQE9,VUT,9140097,2012-01-01T05:06:46Z,2015-12-11T22:01:16Z
576687000,FUTAGAMI,YJQJ8,VUT,9105293,2012-01-03T00:09:37Z,2016-02-04T00:17:00Z
576728000,LUNG YUIN,YJQP3,VUT,9048603,2012-01-28T22:48:34Z,2018-06-30T23:22:38Z
576732000,SHOTA MARU,YJQP4,VUT,9194892,2012-07-27T13:52:28Z,2016-06-14T00:12:43Z
577132000,CHIKUMA,YJTE5,VUT,9666493,2013-02-11T06:07:13Z,2015-09-20T17:24:31Z
NA,GREENNOVA,PJNC,BHS,9009669,NA,NA
NA,TAMAHOPE,9LU2195,BHS,8517346,NA,NA
NA,HENGYU,HONN,BLZ,8908739,NA,NA
NA,HAIXING6,NA,CHN,9024724,NA,NA
NA,JINGLENG3,NA,CHN,8891455,NA,NA
NA,LIAO CHANG LENG 5,BALQ,CHN,8956906,NA,NA
NA,TENGYUAN,BAGO,CHN,9211523,NA,NA
NA,LU RONG YUAN YU YUN 168,BBZS4,CHN,9736339,NA,NA
NA,HAIFENG830,BSST,CHN,7379412,NA,NA
NA,TAI SHENG,BBRH,CHN,8310267,NA,NA
NA,ZHOUYULENG3,BKWF,CHN,8831986,NA,NA
NA,ZHOUYULENG7,BKWE,CHN,8887985,NA,NA
NA,ZHOUYULENG8,BKWD,CHN,8887997,NA,NA
NA,SUTTIREEFER,HQXQ9,HND,7713228,NA,NA
NA,NITAYAREEFER1,HQXI2,HND,6822553,NA,NA
NA,SEISHO MARU NO.38,JH3209,JPN,9032355,NA,NA
NA,SUWA MARU NO.22,JE2910,JPN,8809268,NA,NA
NA,TANGERINE88,XUCQ9,KHM,7931674,NA,NA
NA,CHANGFENG,E6CH2,KIR,8627309,NA,NA
NA,HAN YI,T3KV,KIR,9441960,NA,NA
NA,SEAPEARL,C6PX9,KIR,9008639,NA,NA
NA,SAPPORO,DSNV6,KIR,8513039,NA,NA
NA,NORCAPE,9HDB5,KNA,8800224,NA,NA
NA,EWKILIMANJARO,3EVL6,LBR,8807466,NA,NA
NA,SEAPHOENIX,3EAJ9,LBR,9045156,NA,NA
NA,URUGUAYSTAR,3FNJ,LBR,9017264,NA,NA
NA,WINDFROST,3EHL5,LBR,8807662,NA,NA
NA,TORAH,3EPB4,MHL,8815023,NA,NA
NA,SEINSTAR,3EMM7,MLT,8319029,NA,NA
NA,WINDFROST,3EHL5,MLT,8807662,NA,NA
NA,SILVERSTATT,3EXR3,NOR,8911487,NA,NA
NA,BELLATRIX,HO4683,PAN,8403961,NA,NA
NA,BARON1,HOBE,PAN,8911619,NA,NA
NA,FONGQUN,3EDM10,PAN,7920728,NA,NA
NA,KHOROL,UDGG,PAN,8904068,NA,NA
NA,KRASKINO,UHBQ,PAN,8906808,NA,NA
NA,LUNGYUIN,3FGA8,PAN,9048603,NA,NA
NA,MAGELLANIC,3EGS8,PAN,8814902,NA,NA
NA,NEWHAYATSUKI,HPGU,PAN,9003756,NA,NA
NA,SEAVIC REEFER,3FKV4,PAN,7724186,NA,NA
NA,DOLLY 889,DUL6502,PHL,8211007,NA,NA
NA,EASTERNCOAST,DUL6023,PHL,8223983,NA,NA
NA,PACIFIC PLOVER,DUTR6,PHL,8513352,NA,NA
NA,YASNOMORSKIY,UHVD,RUS,8136817,NA,NA
NA,FRIOCANARIAS,UBPC,RUS,8502432,NA,NA
NA,TAIS,UIWE,RUS,9101871,NA,NA
NA,RYS,UDJG,RUS,8725694,NA,NA
NA,MINGFA,V4LW,SLE,7809390,NA,NA
NA,ISIDA,9LC2140,SLE,8320834,NA,NA
NA,BWMPRINCESA,NA,THA,7713228,NA,NA
NA,SPRINCESA,HSB5949,THA,7713228,NA,NA
NA,SUPERIORREEFER,HSB3113,THA,7811513,NA,NA
NA,TIANTAI,JVHH9,TZA,7905039,NA,NA
NA,SERVIS,J8B3225,VCT,7368621,NA,NA
